x,T,p,rho,U_0,U_1,U_2
0.000625,2.5,1,1,2.32909e-158,0,0
0.001875,2.5,1,1,2.32909e-158,0,0
0.003125,2.5,1,1,4.28186e-157,0,0
0.004375,2.5,1,1,4.28186e-157,0,0
0.005625,2.5,1,1,8.2403e-156,0,0
0.006875,2.5,1,1,8.2403e-156,0,0
0.008125,2.5,1,1,1.5707e-154,0,0
0.009375,2.5,1,1,1.5707e-154,0,0
0.010625,2.5,1,1,2.96591e-153,0,0
0.011875,2.5,1,1,2.96591e-153,0,0
0.013125,2.5,1,1,5.54803e-152,0,0
0.014375,2.5,1,1,5.54803e-152,0,0
0.015625,2.5,1,1,1.02812e-150,0,0
0.016875,2.5,1,1,1.02812e-150,0,0
0.018125,2.5,1,1,1.88746e-149,0,0
0.019375,2.5,1,1,1.88746e-149,0,0
0.020625,2.5,1,1,3.43277e-148,0,0
0.021875,2.5,1,1,3.43277e-148,0,0
0.023125,2.5,1,1,6.18518e-147,0,0
0.024375,2.5,1,1,6.18518e-147,0,0
0.025625,2.5,1,1,1.10409e-145,0,0
0.026875,2.5,1,1,1.10409e-145,0,0
0.028125,2.5,1,1,1.95255e-144,0,0
0.029375,2.5,1,1,1.95255e-144,0,0
0.030625,2.5,1,1,3.42099e-143,0,0
0.031875,2.5,1,1,3.42099e-143,0,0
0.033125,2.5,1,1,5.93826e-142,0,0
0.034375,2.5,1,1,5.93826e-142,0,0
0.035625,2.5,1,1,1.02123e-140,0,0
0.036875,2.5,1,1,1.02123e-140,0,0
0.038125,2.5,1,1,1.74002e-139,0,0
0.039375,2.5,1,1,1.74002e-139,0,0
0.040625,2.5,1,1,2.9373e-138,0,0
0.041875,2.5,1,1,2.9373e-138,0,0
0.043125,2.5,1,1,4.91261e-137,0,0
0.044375,2.5,1,1,4.91261e-137,0,0
0.045625,2.5,1,1,8.1404e-136,0,0
0.046875,2.5,1,1,8.1404e-136,0,0
0.048125,2.5,1,1,1.33645e-134,0,0
0.049375,2.5,1,1,1.33645e-134,0,0
0.050625,2.5,1,1,2.17386e-133,0,0
0.051875,2.5,1,1,2.17386e-133,0,0
0.053125,2.5,1,1,3.50339e-132,0,0
0.054375,2.5,1,1,3.50339e-132,0,0
0.055625,2.5,1,1,5.59399e-131,0,0
0.056875,2.5,1,1,5.59399e-131,0,0
0.058125,2.5,1,1,8.84978e-130,0,0
0.059375,2.5,1,1,8.84978e-130,0,0
0.060625,2.5,1,1,1.38714e-128,0,0
0.061875,2.5,1,1,1.38714e-128,0,0
0.063125,2.5,1,1,2.15421e-127,0,0
0.064375,2.5,1,1,2.15421e-127,0,0
0.065625,2.5,1,1,3.31462e-126,0,0
0.066875,2.5,1,1,3.31462e-126,0,0
0.068125,2.5,1,1,5.05308e-125,0,0
0.069375,2.5,1,1,5.05308e-125,0,0
0.070625,2.5,1,1,7.6323e-124,0,0
0.071875,2.5,1,1,7.6323e-124,0,0
0.073125,2.5,1,1,1.14217e-122,0,0
0.074375,2.5,1,1,1.14217e-122,0,0
0.075625,2.5,1,1,1.69348e-121,0,0
0.076875,2.5,1,1,1.69348e-121,0,0
0.078125,2.5,1,1,2.48772e-120,0,0
0.079375,2.5,1,1,2.48772e-120,0,0
0.080625,2.5,1,1,3.62071e-119,0,0
0.081875,2.5,1,1,3.62071e-119,0,0
0.083125,2.5,1,1,5.22101e-118,0,0
0.084375,2.5,1,1,5.22101e-118,0,0
0.085625,2.5,1,1,7.45898e-117,0,0
