x,T,p,rho,U_0,U_1,U_2
0.000625,2.5,1,1,4.53586e-16,0,0
0.001875,2.5,1,1,4.53586e-16,0,0
0.003125,2.5,1,1,4.26159e-16,0,0
0.004375,2.5,1,1,4.26159e-16,0,0
0.005625,2.5,1,1,3.43626e-16,0,0
0.006875,2.5,1,1,3.43626e-16,0,0
0.008125,2.5,1,1,2.20653e-16,0,0
0.009375,2.5,1,1,2.20653e-16,0,0
0.010625,2.5,1,1,-2.15666e-17,0,0
0.011875,2.5,1,1,-2.15666e-17,0,0
0.013125,2.5,1,1,-2.40362e-16,0,0
0.014375,2.5,1,1,-2.40362e-16,0,0
0.015625,2.5,1,1,-5.946e-18,0,0
0.016875,2.5,1,1,-5.946e-18,0,0
0.018125,2.5,1,1,1.01675e-16,0,0
0.019375,2.5,1,1,1.01675e-16,0,0
0.020625,2.5,1,1,-3.15007e-17,0,0
0.021875,2.5,1,1,-3.15007e-17,0,0
0.023125,2.5,1,1,-4.28363e-17,0,0
0.024375,2.5,1,1,-4.28363e-17,0,0
0.025625,2.5,1,1,6.11353e-17,0,0
0.026875,2.5,1,1,6.11353e-17,0,0
0.028125,2.5,1,1,3.68043e-16,0,0
0.029375,2.5,1,1,3.68043e-16,0,0
0.030625,2.5,1,1,6.73186e-16,0,0
0.031875,2.5,1,1,6.73186e-16,0,0
0.033125,2.5,1,1,-1.92268e-16,0,0
0.034375,2.5,1,1,-1.92268e-16,0,0
0.035625,2.5,1,1,5.80254e-17,0,0
0.036875,2.5,1,1,5.80254e-17,0,0
0.038125,2.5,1,1,4.1869e-16,0,0
0.039375,2.5,1,1,4.1869e-16,0,0
0.040625,2.5,1,1,-5.39321e-17,0,0
0.041875,2.5,1,1,-5.39321e-17,0,0
0.043125,2.5,1,1,-8.49748e-17,0,0
0.044375,2.5,1,1,-8.49748e-17,0,0
0.045625,2.5,1,1,-1.03312e-16,0,0
0.046875,2.5,1,1,-1.03312e-16,0,0
0.048125,2.5,1,1,-4.15344e-16,0,0
0.049375,2.5,1,1,-4.15344e-16,0,0
0.050625,2.5,1,1,-1.88341e-16,0,0
0.051875,2.5,1,1,-1.88341e-16,0,0
0.053125,2.5,1,1,-1.80589e-16,0,0
0.054375,2.5,1,1,-1.80589e-16,0,0
0.055625,2.5,1,1,-2.67983e-16,0,0
0.056875,2.5,1,1,-2.67983e-16,0,0
0.058125,2.5,1,1,-3.25348e-16,0,0
0.059375,2.5,1,1,-3.25348e-16,0,0
0.060625,2.5,1,1,6.46637e-17,0,0
0.061875,2.5,1,1,6.46637e-17,0,0
0.063125,2.5,1,1,3.34006e-16,0,0
0.064375,2.5,1,1,3.34006e-16,0,0
0.065625,2.5,1,1,6.36558e-16,0,0
0.066875,2.5,1,1,6.36558e-16,0,0
0.068125,2.5,1,1,6.5808e-16,0,0
0.069375,2.5,1,1,6.5808e-16,0,0
0.070625,2.5,1,1,5.03684e-16,0,0
0.071875,2.5,1,1,5.03684e-16,0,0
0.073125,2.5,1,1,3.75907e-16,0,0
0.074375,2.5,1,1,3.75907e-16,0,0
0.075625,2.5,1,1,6.55606e-16,0,0
0.076875,2.5,1,1,6.55606e-16,0,0
0.078125,2.5,1,1,8.1519e-16,0,0
0.079375,2.5,1,1,8.1519e-16,0,0
0.080625,2.5,1,1,3.37352e-16,0,0
0.081875,2.5,1,1,3.37352e-16,0,0
0.083125,2.5,1,1,1.68583e-16,0,0
0.084375,2.5,1,1,1.68583e-16,0,0
0.085625,2.5,1,1,4.10271e-16,0,0
0.086875,2.5,1,1,4.10271e-16,0,0
0.088125,2.5,1,1,3.70372e-16,0,0
0.089375,2.5,1,1,3.70372e-16,0,0
0.090625,2.5,1,1,4.12014e-17,0,0
0.091875,2.5,1,1,4.12014e-17,0,0
0.093125,2.5,1,1,4.45389e-17,0,0
0.094375,2.5,1,1,4.45389e-17,0,0
0.095625,2.5,1,1,-2.02116e-16,0,0
0.096875,2.5,1,1,-2.02116e-16,0,0
0.098125,2.5,1,1,-2.76822e-16,0,0
0.099375,2.5,1,1,-2.76822e-16,0,0
0.100625,2.5,1,1,-6.95491e-16,0,0
0.101875,2.5,1,1,-6.95491e-16,0,0
0.103125,2.5,1,1,-9.12878e-16,0,0
0.104375,2.5,1,1,-9.12878e-16,0,0
0.105625,2.5,1,1,-1.40186e-15,0,0
0.106875,2.5,1,1,-1.40186e-15,0,0
0.108125,2.5,1,1,-1.07032e-15,0,0
0.109375,2.5,1,1,-1.07032e-15,0,0
0.110625,2.5,1,1,-3.71396e-16,0,0
0.111875,2.5,1,1,-3.71396e-16,0,0
0.113125,2.5,1,1,-2.83481e-16,0,0
0.114375,2.5,1,1,-2.83481e-16,0,0
0.115625,2.5,1,1,-4.75826e-16,0,0
0.116875,2.5,1,1,-4.75826e-16,0,0
0.118125,2.5,1,1,-6.07964e-16,0,0
0.119375,2.5,1,1,-6.07964e-16,0,0
0.120625,2.5,1,1,-5.05428e-16,0,0
0.121875,2.5,1,1,-5.05428e-16,0,0
0.123125,2.5,1,1,-7.03411e-16,0,0
0.124375,2.5,1,1,-7.03411e-16,0,0
0.125625,2.5,1,1,-8.62933e-16,0,0
0.126875,2.5,1,1,-8.62933e-16,0,0
0.128125,2.5,1,1,-1.01012e-15,0,0
0.129375,2.5,1,1,-1.01012e-15,0,0
0.130625,2.5,1,1,-1.13747e-15,0,0
0.131875,2.5,1,1,-1.13747e-15,0,0
0.133125,2.5,1,1,-8.27497e-16,0,0
0.134375,2.5,1,1,-8.27497e-16,0,0
0.135625,2.5,1,1,-3.71419e-16,0,0
0.136875,2.5,1,1,-3.71419e-16,0,0
0.138125,2.5,1,1,7.76268e-18,0,0
0.139375,2.5,1,1,7.76268e-18,0,0
0.140625,2.5,1,1,1.22369e-16,0,0
0.141875,2.5,1,1,1.22369e-16,0,0
0.143125,2.5,1,1,1.10191e-16,0,0
0.144375,2.5,1,1,1.10191e-16,0,0
0.145625,2.5,1,1,1.33453e-16,0,0
0.146875,2.5,1,1,1.33453e-16,0,0
0.148125,2.5,1,1,1.8781e-16,0,0
0.149375,2.5,1,1,1.8781e-16,0,0
0.150625,2.5,1,1,1.18353e-16,0,0
0.151875,2.5,1,1,1.18353e-16,0,0
0.153125,2.5,1,1,-1.8317e-16,0,0
0.154375,2.5,1,1,-1.8317e-16,0,0
0.155625,2.5,1,1,-5.31443e-16,0,0
0.156875,2.5,1,1,-5.31443e-16,0,0
0.158125,2.5,1,1,-6.53998e-16,0,0
0.159375,2.5,1,1,-6.53998e-16,0,0
0.160625,2.5,1,1,-5.9424e-16,0,0
0.161875,2.5,1,1,-5.9424e-16,0,0
0.163125,2.5,1,1,-1.82147e-16,0,0
0.164375,2.5,1,1,-1.82147e-16,0,0
0.165625,2.5,1,1,-5.03015e-16,0,0
0.166875,2.5,1,1,-5.03015e-16,0,0
0.168125,2.5,1,1,-6.5306e-16,0,0
0.169375,2.5,1,1,-6.5306e-16,0,0
0.170625,2.5,1,1,-7.50839e-16,0,0
0.171875,2.5,1,1,-7.50839e-16,0,0
0.173125,2.5,1,1,-2.97125e-16,0,0
0.174375,2.5,1,1,-2.97125e-16,0,0
0.175625,2.5,1,1,-3.74428e-16,0,0
0.176875,2.5,1,1,-3.74428e-16,0,0
0.178125,2.5,1,1,-2.21025e-16,0,0
0.179375,2.5,1,1,-2.21025e-16,0,0
0.180625,2.5,1,1,-3.46163e-17,0,0
0.181875,2.5,1,1,-3.46163e-17,0,0
0.183125,2.5,1,1,2.24639e-17,0,0
