x,T,Ybar.Liq,p,rho,U_0,U_1,U_2
5.630625,297.8578951,0,99832.61311,1.167834836,0.5859469131,0,0
5.631875,297.8579835,0,99832.71771,1.167835713,0.5862047026,0,0
5.633125,297.8580751,0,99832.82591,1.16783662,0.5864714138,0,0
5.634375,297.8581698,0,99832.9378,1.167837558,0.5867472211,0,0
5.635625,297.8582677,0,99833.05344,1.167838526,0.5870323197,0,0
5.636875,297.858369,0,99833.17291,1.167839527,0.5873268515,0,0
5.638125,297.8584736,0,99833.29627,1.16784056,0.5876309487,0,0
5.639375,297.8585817,0,99833.42361,1.167841626,0.5879445217,0,0
5.640625,297.8586932,0,99833.55501,1.167842725,0.588268219,0,0
5.641875,297.8588083,0,99833.69053,1.16784386,0.5886014602,0,0
5.643125,297.8589272,0,99833.83027,1.167845028,0.5889305391,0,0
5.644375,297.8590496,0,99833.9743,1.167846233,0.5892733791,0,0
5.645625,297.8591766,0,99834.12268,1.167847471,0.5896593637,0,0
5.646875,297.8593078,0,99834.27551,1.167848744,0.5900615746,0,0
5.648125,297.8594427,0,99834.43289,1.167850056,0.5904543257,0,0
5.649375,297.8595814,0,99834.59489,1.167851407,0.5908523416,0,0
5.650625,297.8597238,0,99834.76161,1.167852799,0.591251385,0,0
5.651875,297.8598701,0,99834.93312,1.167854232,0.5916676404,0,0
5.653125,297.8600206,0,99835.1095,1.167855705,0.5921054859,0,0
5.654375,297.8601753,0,99835.29085,1.16785722,0.592554741,0,0
5.655625,297.8603344,0,99835.47726,1.167858777,0.5930142299,0,0
5.656875,297.8604978,0,99835.66883,1.167860377,0.5934860573,0,0
5.658125,297.8606658,0,99835.86563,1.167862021,0.5939717524,0,0
5.659375,297.8608383,0,99836.06777,1.167863709,0.594470697,0,0
5.660625,297.8610155,0,99836.27533,1.167865442,0.5949829299,0,0
5.661875,297.8611975,0,99836.48842,1.167867221,0.5955088831,0,0
5.663125,297.8613843,0,99836.70712,1.167869047,0.5960487328,0,0
5.664375,297.8615759,0,99836.93154,1.167870921,0.5966027276,0,0
5.665625,297.8617726,0,99837.16177,1.167872843,0.5971710845,0,0
5.666875,297.8619743,0,99837.3979,1.167874814,0.5977540719,0,0
5.668125,297.8621812,0,99837.64004,1.167876836,0.5983519176,0,0
5.669375,297.8623933,0,99837.88828,1.167878908,0.5989648498,0,0
5.670625,297.8626108,0,99838.14273,1.167881032,0.5995931272,0,0
5.671875,297.8628336,0,99838.40349,1.167883208,0.6002369998,0,0
5.673125,297.863062,0,99838.67065,1.167885438,0.6008967166,0,0
5.674375,297.8632959,0,99838.94431,1.167887722,0.6015724707,0,0
5.675625,297.8635355,0,99839.22459,1.167890061,0.6022644094,0,0
5.676875,297.8637809,0,99839.51158,1.167892456,0.6029722691,0,0
5.678125,297.8640321,0,99839.80538,1.167894908,0.603696494,0,0
5.679375,297.8642895,0,99840.10611,1.167897417,0.6044262973,0,0
5.680625,297.8645519,0,99840.41386,1.167899988,0.605172926,0,0
5.681875,297.8648213,0,99840.72873,1.167902615,0.6059641562,0,0
5.683125,297.8650977,0,99841.05082,1.167905299,0.6067881461,0,0
5.684375,297.8653805,0,99841.38025,1.167908043,0.6076126955,0,0
5.685625,297.8656695,0,99841.71713,1.167910851,0.6084408785,0,0
5.686875,297.8659645,0,99842.06157,1.167913723,0.6092778276,0,0
5.688125,297.8662659,0,99842.41366,1.16791666,0.6101404003,0,0
5.689375,297.8665739,0,99842.77351,1.167919662,0.6110315578,0,0
