x,T,Ybar.Liq,p,rho,U_0,U_1,U_2
0.339,260.4868511,0,610264654.1,8140.322697,118.3321067,0,0
0.341,259.8217098,0,604834886.2,8088.548739,120.3974456,0,0
0.343,259.1569793,0,599443075,8037.005186,122.4642315,0,0
0.345,258.4926113,0,594088653.4,7985.687926,124.5323666,0,0
0.347,257.8287371,0,588772456.8,7934.606146,126.6017784,0,0
0.349,257.1652192,0,583493342.6,7883.750735,128.6724245,0,0
0.351,256.5022818,0,578252884.3,7833.138133,130.7441817,0,0
0.353,255.8396757,0,573049054,7782.750614,132.8167406,0,0
0.355,255.1779129,0,567885239.8,7732.620745,134.8902533,0,0
0.357,254.516431,0,562757092,7682.708629,136.9644567,0,0
0.359,253.8559775,0,557669836,7633.065178,139.0394652,0,0
0.361,253.1956679,0,552616847.5,7583.628688,141.1151064,0,0
0.363,252.5365698,0,547605569.2,7534.471414,143.1914986,0,0
0.365,251.8774744,0,542627138.5,7485.509932,145.2685122,0,0
0.367,251.2197128,0,537690926.2,7436.835981,147.3462006,0,0
0.369,250.5619327,0,532786715.4,7388.3508,149.4245143,0,0
0.371,249.9054932,0,527924584.7,7340.156081,151.5034367,0,0
0.373,249.2490521,0,523094039.2,7292.147862,153.5829634,0,0
0.375,248.5939705,0,518305217.7,7244.429666,155.6630684,0,0
0.377,247.9388833,0,513547611.8,7196.896937,157.7437376,0,0
0.379,247.285187,0,508831422.6,7149.65411,159.8249543,0,0
0.381,246.6314837,0,504146027.5,7102.594884,161.9066943,0,0
0.383,245.979202,0,499501817,7055.826523,163.9889373,0,0
0.385,245.3269154,0,494887976.8,7009.239746,166.0716257,0,0
0.387,244.6761081,0,490315295.2,6962.94697,168.1547103,0,0
0.389,244.0253551,0,485772770,6916.835127,170.2380551,0,0
0.391,243.3761227,0,481271731.3,6871.026056,172.3214082,0,0
0.393,242.7273016,0,476802135.1,6825.410465,174.4043952,0,0
0.395,242.080058,0,472375004.6,6780.115697,176.4865478,0,0
0.397,241.4336255,0,467980258.4,6735.021511,178.5674953,0,0
0.399,240.7889205,0,463629148.8,6690.266895,180.6473896,0,0
0.401,240.1450173,0,459309976.3,6645.71188,182.7249391,0,0
0.403,239.5036375,0,455037442.1,6601.524359,184.80102,0,0
0.405,238.8622668,0,450795123.8,6557.538825,186.8740973,0,0
0.407,238.2247872,0,446602854.7,6513.940052,188.943959,0,0
0.409,237.5867533,0,442442776.8,6470.593198,191.0103313,0,0
0.411,236.9546702,0,438335210.8,6427.621517,193.0700911,0,0
0.413,236.3223441,0,434267805.1,6385.017006,195.124606,0,0
0.415,235.6954225,0,430253586.1,6342.822545,197.1675067,0,0
0.417,235.0731095,0,426289933.2,6301.026923,199.2035158,0,0
0.419,234.4515473,0,422379295.3,6259.775074,201.2259073,0,0
0.421,233.8402063,0,418533570.6,6218.996657,203.2308159,0,0
0.423,233.2329625,0,414752892.2,6178.864977,205.2180882,0,0
0.425,232.6345303,0,411046891.7,6139.406656,207.1807703,0,0
0.427,232.0463114,0,407425326.3,6100.740651,209.1135359,0,0
0.429,231.4711637,0,403906619.7,6063.07983,211.0055302,0,0
0.431,230.9133413,0,400514801.4,6026.688646,212.8426764,0,0
0.433,230.3784656,0,397280865.2,5991.905797,214.6067623,0,0
0.435,229.8733815,0,394243810.4,5959.164987,216.274725,0,0
0.437,229.406316,0,391450139.7,5928.984189,217.8188652,0,0
0.439,228.9864727,0,388951065,5901.933993,219.2083534,0,0
0.441,228.6231542,0,386796490.7,5878.567691,220.4127209,0,0
0.443,228.3235628,0,385025245.6,5859.326302,221.4074159,0,0
0.445,228.0909025,0,383653477.4,5844.406105,222.1807676,0,0
0.447,227.9230111,0,382664648.6,5833.636707,222.7399159,0,0
0.449,227.8113655,0,382006324.6,5826.454731,223.1127338,0,0
0.451,227.7425568,0,381598451.8,5821.992241,223.3439554,0,0
0.453,227.7008636,0,381349250.4,5819.255553,223.48467,0,0
0.455,227.672333,0,381177862.7,5817.369145,223.5813597,0,0
0.457,227.6476746,0,381028506.5,5815.719617,223.6655918,0,0
0.459,227.6222357,0,380876817,5814.054051,223.7519901,0,0
0.461,227.5949106,0,380715556.8,5812.290167,223.8441745,0,0
0.463,227.5645657,0,380536541.1,5810.331862,223.9465399,0,0
0.465,227.5302292,0,380332822.5,5808.097691,224.0629151,0,0
0.467,227.4913341,0,380100725.6,5805.545746,224.1950958,0,0
0.469,227.4480602,0,379841222.8,5802.685975,224.3423357,0,0
0.471,227.4025768,0,379563051.5,5799.596223,224.4995167,0,0
0.473,227.3579227,0,379296818.3,5796.666537,224.649599,0,0
0.475,227.326996,0,379110595.1,5794.60877,224.7567762,0,0
0.477,227.3058627,0,378981800.9,5793.178741,224.8302858,0,0
0.479,227.2890898,0,378878427.6,5792.025955,224.888942,0,0
0.481,227.2734322,0,378781038.8,5790.936073,224.9442532,0,0
0.483,227.2577321,0,378683370.1,5789.842844,224.9998218,0,0
0.485,227.2420563,0,378585822.3,5788.750691,225.0553087,0,0
0.487,227.2272377,0,378492939.6,5787.707892,225.108305,0,0
0.489,227.2137284,0,378407973.2,5786.752671,225.1568305,0,0
0.491,227.2015336,0,378330124.9,5785.872719,225.2013294,0,0
0.493,227.1902775,0,378257989.2,5785.05614,225.2425577,0,0
0.495,227.1798589,0,378190280.4,5784.285865,225.2812372,0,0
0.497,227.1700495,0,378126178.6,5783.555179,225.3178334,0,0
0.499,227.1607687,0,378065181.8,5782.858466,225.3526409,0,0
0.501,227.1520216,1.610556854e-49,378006933.3,5782.190152,225.3858802,0,0
0.503,227.1436456,2.040266103e-47,377951190.9,5781.550676,225.417706,0,0
0.505,227.1358058,1.29178292e-45,377897843.2,5780.934139,225.4481896,0,0
0.507,227.1283053,5.449853617e-44,377846858.7,5780.345079,225.4773446,0,0
0.509,227.1213218,1.723416901e-42,377798172.6,5779.777981,225.5051962,0,0
0.511,227.1147001,4.357201828e-41,377751604.3,5779.234047,225.5318343,0,0
0.513,227.1084448,9.173601502e-40,377706889.9,5778.709119,225.5574035,0,0
0.515,227.1025546,1.654251528e-38,377663795.7,5778.199663,225.5820381,0,0
0.517,227.0968527,2.608129297e-37,377622213.6,5777.708523,225.6058065,0,0
0.519,227.0915773,3.652133641e-36,377582141.8,5777.229621,225.6287146,0,0
0.521,227.0864364,4.598719986e-35,377543579.2,5776.770364,225.6507645,0,0
0.523,227.081731,5.259591778e-34,377506431.2,5776.321656,225.672008,0,0
0.525,227.0771572,5.509182121e-33,377470526.3,5775.888602,225.6925395,0,0
0.527,227.0729145,5.321781767e-32,377435730.3,5775.464076,225.712436,0,0
0.529,227.0688308,4.769046821e-31,377402035.2,5775.052337,225.731702,0,0
0.531,227.0650312,3.98494427e-30,377369528.2,5774.65154,225.7502902,0,0
0.533,227.0614814,3.11857616e-29,377338236.7,5774.262976,225.7681825,0,0
0.535,227.0581225,2.294695222e-28,377308006.7,5773.885791,225.7854647,0,0
0.537,227.0550071,1.593033794e-27,377278548.2,5773.514209,225.8023049,0,0
0.539,227.0519629,1.046622204e-26,377249627.9,5773.149043,225.8188322,0,0
0.541,227.0491075,6.525516992e-26,377221293.1,5772.788029,225.8350406,0,0
0.543,227.0464364,3.870602527e-25,377193785,5772.434967,225.8507705,0,0
0.545,227.0439683,2.189062332e-24,377167375.3,5772.093548,225.8659002,0,0
0.547,227.0417953,1.182885829e-23,377141974.8,5771.760064,225.8804172,0,0
0.549,227.0397272,6.118506258e-23,377117373.4,5771.436137,225.8945405,0,0
0.551,227.0378792,3.034653417e-22,377092982.6,5771.109833,225.9084642,0,0
0.553,227.0360413,1.4455036e-21,377068759.3,5770.78583,225.9223155,0,0
0.555,227.0344234,6.6222676e-21,377045111.9,5770.465045,225.935895,0,0
0.557,227.033117,2.921853269e-20,377022526.4,5770.152588,225.9488238,0,0
0.559,227.0319797,1.243133792e-19,377000949,5769.851259,225.961212,0,0
0.561,227.031086,5.106102445e-19,376979872.8,5769.551409,225.973241,0,0
0.563,227.0302644,2.026955836e-18,376959066,5769.253845,225.9852249,0,0
0.565,227.0295773,7.784310798e-18,376938049.1,5768.949646,225.9972647,0,0
0.567,227.0288663,2.894870257e-17,376917208.2,5768.648747,226.0091447,0,0
0.569,227.0285928,1.043414562e-16,376897558.4,5768.354959,226.0203439,0,0
0.571,227.0286488,3.648104997e-16,376879088.1,5768.070853,226.0309498,0,0
0.573,227.0287799,1.238228965e-15,376860704.4,5767.786161,226.0415448,0,0
0.575,227.0289929,4.082982874e-15,376842137.2,5767.496584,226.0522258,0,0
0.577,227.0293478,1.308876657e-14,376823414.7,5767.201026,226.0629281,0,0
0.579,227.0299761,4.081790157e-14,376805529.1,5766.911329,226.0731768,0,0
0.581,227.0308968,1.239095788e-13,376788960.5,5766.634364,226.0826586,0,0
0.583,227.0320066,3.663669073e-13,376772653,5766.356595,226.0920745,0,0
0.585,227.0332561,1.055663275e-12,376756065.6,5766.070998,226.1016197,0,0
0.587,227.0346575,2.96592961e-12,376739140.4,5765.776375,226.1112984,0,0
0.589,227.0363436,8.129051672e-12,376722497.5,5765.478847,226.1208153,0,0
0.591,227.0383868,2.174557597e-11,376707342,5765.19502,226.129449,0,0
0.593,227.0406919,5.680021633e-11,376692756,5764.913261,226.1378839,0,0
0.595,227.0431779,1.449312775e-10,376677803.4,5764.621307,226.1464974,0,0
0.597,227.0458507,3.613963025e-10,376662396.3,5764.31766,226.1553264,0,0
0.599,227.0488493,8.81014178e-10,376646962.6,5764.00534,226.1641117,0,0
0.601,227.0523059,2.100498e-09,376633228.8,5763.707412,226.1719101,0,0
0.603,227.0561285,4.899534625e-09,376620366.7,5763.413537,226.1793823,0,0
0.605,227.0601955,1.118469716e-08,376606961.1,5763.105134,226.1871298,0,0
0.607,227.0645004,2.49958444e-08,376592784,5762.778865,226.1952562,0,0
0.609,227.0692071,5.470369217e-08,376578240.6,5762.436736,226.2034847,0,0
0.611,227.0745191,1.172730902e-07,376565461.4,5762.10611,226.2107084,0,0
0.613,227.0803561,2.463391755e-07,376554088.4,5761.783394,226.2173558,0,0
0.615,227.086555,5.071462454e-07,376541901.1,5761.438462,226.224442,0,0
0.617,227.0931183,1.023538417e-06,376528435.4,5761.063596,226.2321694,0,0
0.619,227.1003614,2.025573675e-06,376514262.3,5760.658497,226.2400805,0,0
0.621,227.1086581,3.931575015e-06,376503178.6,5760.269908,226.2462109,0,0
0.623,227.1179032,7.486050534e-06,376493594.9,5759.872832,226.2519612,0,0
0.625,227.1280754,1.398591018e-05,376482444.1,5759.415066,226.2585379,0,0
0.627,227.1395599,2.564255397e-05,376469194.5,5758.868788,226.2661838,0,0
0.629,227.1534923,4.614682914e-05,376455337,5758.211458,226.2732574,0,0
0.631,227.1709218,8.152956072e-05,376447567.9,5757.491848,226.2781899,0,0
0.633,227.1929849,0.0001414300404,376437806.6,5756.514332,226.2840838,0,0
0.635,227.222029,0.0002409256861,376425728.3,5755.146923,226.2910488,0,0
0.637,227.2620625,0.0004030851692,376412663.6,5753.205222,226.2979994,0,0
0.639,227.3187772,0.0006624301804,376403870.3,5750.471274,226.303408,0,0
0.641,227.3999693,0.001069430759,376394190.8,5746.444192,226.3092158,0,0
0.643,227.51707,0.001696174678,376383730.5,5740.517001,226.3154013,0,0
0.645,227.6861348,0.002643148705,376373179.6,5731.852434,226.3215899,0,0
0.647,227.9290373,0.004046913329,376363589.7,5719.320401,226.3277312,0,0
0.649,228.2746981,0.006088117685,376354378.5,5701.41104,226.3342775,0,0
0.651,228.7606018,0.008998974459,376345258.1,5676.211095,226.3417687,0,0
0.653,229.4340526,0.01306883938,376336617.6,5641.384958,226.350991,0,0
0.655,230.3530636,0.01864610544,376328563.4,5594.180549,226.3633522,0,0
0.657,231.5867354,0.02613443262,376321135.9,5531.517197,226.3809737,0,0
0.659,233.2148108,0.03598145532,376314811,5450.161911,226.4068815,0,0
0.661,235.3259983,0.04865872136,376309946.7,5346.98783,226.4454293,0,0
0.663,238.0151206,0.06463302626,376306242,5219.316474,226.5023088,0,0
0.665,241.3785066,0.08433144721,376303484.2,5065.335119,226.5839916,0,0
0.667,245.5078549,0.1081046477,376301736.1,4884.492288,226.6975053,0,0
0.669,250.4814957,0.136193903,376299124.5,4677.789567,226.8493112,0,0
0.671,256.3552243,0.1687090566,376297345.6,4447.964031,227.0487371,0,0
0.673,263.1569711,0.2056314926,376334350.1,4199.601422,227.3294799,0,0
0.675,270.8695915,0.2467584302,376310854.8,3937.287443,227.6851965,0,0
0.677,279.3963282,0.2918090599,376223957,3667.682209,227.9625152,0,0
0.679,288.645399,0.3404680647,376260861.1,3398.129034,228.1392681,0,0
0.681,298.4242827,0.3921776306,376260093.4,3133.380239,228.2804167,0,0
0.683,308.5031727,0.4463872577,376260299.2,2878.71483,228.4045429,0,0
0.685,318.6293311,0.5024127472,376261613.3,2637.9669,228.5074048,0,0
0.687,328.5433721,0.5594590796,376270735.3,2413.864219,228.5852092,0,0
0.689,338.0010635,0.6166027452,376270502.3,2208.053609,228.6113287,0,0
0.691,346.7959835,0.6728178297,376228543,2021.368877,228.5576097,0,0
0.693,354.7506844,0.7271235852,376259287.9,1854.422871,228.4476839,0,0
0.695,361.8311558,0.7783940762,376276878.6,1706.742894,228.3798471,0,0
0.697,367.8676627,0.8257193757,376184595.7,1578.008941,228.2417768,0,0
0.699,372.609102,0.8668722043,376286592.8,1471.86696,228.1721345,0,0
0.701,376.174887,0.8998024375,376292026.4,1389.753885,228.2808228,0,0
0.703,378.838984,0.9256248102,376277167.1,1326.996649,228.4003293,0,0
0.705,380.8086264,0.9455232639,376275797.1,1279.567971,228.4458794,0,0
0.707,382.2425149,0.9606097931,376277816.1,1244.118362,228.4747437,0,0
0.709,383.2670587,0.9718745983,376279343.8,1217.925182,228.4954558,0,0
0.711,383.9824311,0.9801640283,376280878,1198.800467,228.5081246,0,0
0.713,384.4678788,0.9861786615,376282723.5,1185.005828,228.5152,0,0
0.715,384.78584,0.9904834487,376284604.3,1175.178097,228.5197673,0,0
0.717,384.9845768,0.9935236573,376286460,1168.263659,228.5227759,0,0
0.719,385.1003516,0.9956429975,376288326.7,1163.460088,228.5250385,0,0
0.721,385.1599411,0.9971017152,376290262.8,1160.16529,228.5267844,0,0
0.723,385.1830472,0.9980933206,376292187.1,1157.934089,228.5280354,0,0
0.725,385.1837161,0.9987592467,376294026.3,1156.442412,228.5289818,0,0
0.727,385.1713042,0.999201175,376295821,1155.45812,228.5301082,0,0
0.729,385.1514295,0.999491065,376297622.8,1154.817557,228.5308696,0,0
0.731,385.127707,0.9996790759,376299414.6,1154.40682,228.5316745,0,0
0.733,385.1023162,0.9997996656,376301201.2,1154.147818,228.5324333,0,0
0.735,385.0766087,0.9998761764,376302985.7,1153.987707,228.533185,0,0
0.737,385.0515361,0.9999242074,376304776.9,1153.891153,228.5339419,0,0
0.739,385.0286334,0.9999540481,376306585,1153.834477,228.5346373,0,0
0.741,385.0101686,0.9999723998,376308363.8,1153.801706,228.5352849,0,0
0.743,384.9923794,0.9999835744,376310205.7,1153.784773,228.5359766,0,0
0.745,384.9725151,0.9999903127,376312074.7,1153.778654,228.5367594,0,0
0.747,384.9502443,0.9999943374,376313881.4,1153.779588,228.5376227,0,0
0.749,384.9265104,0.9999967187,376315702.7,1153.784817,228.5385189,0,0
0.751,384.9028649,0.9999981149,376317566.4,1153.792239,228.5393685,0,0
0.753,384.88141,0.9999989261,376319420.9,1153.800065,228.5401894,0,0
0.755,384.8619589,0.9999993933,376321283.5,1153.807839,228.5410041,0,0
0.757,384.8439595,0.99999966,376323150.6,1153.815465,228.5418237,0,0
0.759,384.8270804,0.999999811,376325020.3,1153.822891,228.5426494,0,0
0.761,384.8111093,0.9999998958,376326893,1153.830091,228.5434777,0,0
0.763,384.7959093,0.999999943,376328768.5,1153.837059,228.5443076,0,0
0.765,384.7813841,0.999999969,376330646.4,1153.843797,228.5451399,0,0
0.767,384.767466,0.9999999833,376332526.4,1153.850312,228.5459742,0,0
0.769,384.7541009,0.9999999911,376334408.7,1153.856615,228.5468105,0,0
0.771,384.7412479,0.9999999953,376336293.6,1153.862715,228.5476483,0,0
0.773,384.728871,0.9999999975,376338181.1,1153.868624,228.5484879,0,0
0.775,384.7169425,0.9999999987,376340071.5,1153.874352,228.5493294,0,0
0.777,384.7054363,0.9999999993,376341965,1153.879909,228.5501728,0,0
