x,T,p,rho,U_0,U_1,U_2
0.000625,2.5,1,1,7.31768e-17,0,0
0.001875,2.5,1,1,7.31768e-17,0,0
0.003125,2.5,1,1,2.92902e-16,0,0
0.004375,2.5,1,1,2.92902e-16,0,0
0.005625,2.5,1,1,5.63322e-16,0,0
0.006875,2.5,1,1,5.63322e-16,0,0
0.008125,2.5,1,1,4.71058e-16,0,0
0.009375,2.5,1,1,4.71058e-16,0,0
0.010625,2.5,1,1,2.30827e-16,0,0
0.011875,2.5,1,1,2.30827e-16,0,0
0.013125,2.5,1,1,2.41006e-16,0,0
0.014375,2.5,1,1,2.41006e-16,0,0
0.015625,2.5,1,1,-2.60128e-16,0,0
0.016875,2.5,1,1,-2.60128e-16,0,0
0.018125,2.5,1,1,-4.58963e-16,0,0
0.019375,2.5,1,1,-4.58963e-16,0,0
0.020625,2.5,1,1,-6.52618e-16,0,0
0.021875,2.5,1,1,-6.52618e-16,0,0
0.023125,2.5,1,1,-5.24616e-16,0,0
0.024375,2.5,1,1,-5.24616e-16,0,0
0.025625,2.5,1,1,-9.2959e-16,0,0
0.026875,2.5,1,1,-9.2959e-16,0,0
0.028125,2.5,1,1,-1.12443e-15,0,0
0.029375,2.5,1,1,-1.12443e-15,0,0
0.030625,2.5,1,1,-1.22073e-15,0,0
0.031875,2.5,1,1,-1.22073e-15,0,0
0.033125,2.5,1,1,-6.98787e-16,0,0
0.034375,2.5,1,1,-6.98787e-16,0,0
0.035625,2.5,1,1,-1.72103e-16,0,0
0.036875,2.5,1,1,-1.72103e-16,0,0
0.038125,2.5,1,1,5.98252e-17,0,0
0.039375,2.5,1,1,5.98252e-17,0,0
0.040625,2.5,1,1,8.60674e-17,0,0
0.041875,2.5,1,1,8.60674e-17,0,0
0.043125,2.5,1,1,3.09556e-16,0,0
0.044375,2.5,1,1,3.09556e-16,0,0
0.045625,2.5,1,1,2.06995e-16,0,0
0.046875,2.5,1,1,2.06995e-16,0,0
0.048125,2.5,1,1,5.70267e-16,0,0
0.049375,2.5,1,1,5.70267e-16,0,0
0.050625,2.5,1,1,7.20628e-16,0,0
0.051875,2.5,1,1,7.20628e-16,0,0
0.053125,2.5,1,1,5.54754e-16,0,0
0.054375,2.5,1,1,5.54754e-16,0,0
0.055625,2.5,1,1,4.8609e-16,0,0
0.056875,2.5,1,1,4.8609e-16,0,0
0.058125,2.5,1,1,8.27723e-16,0,0
0.059375,2.5,1,1,8.27723e-16,0,0
0.060625,2.5,1,1,7.4414e-16,0,0
0.061875,2.5,1,1,7.4414e-16,0,0
0.063125,2.5,1,1,6.17828e-16,0,0
0.064375,2.5,1,1,6.17828e-16,0,0
0.065625,2.5,1,1,5.08193e-16,0,0
0.066875,2.5,1,1,5.08193e-16,0,0
0.068125,2.5,1,1,4.85317e-16,0,0
0.069375,2.5,1,1,4.85317e-16,0,0
